bbl,address,ownername,property_manager,yearalter,numfloors,unitstotal,total_gross_floor_area,office_sqft,% Leased,LL33 grade,Latest_ENERGY_STAR_Score,Latest_Target_ENERGY_STAR_Score,Estimated_Target_ENERGY_STAR_Score,Class,LandlordContact,PropertyManagerContact,2024 Building OpEx/SF,Typical Floor Sq Ft,Number Of Elevators,GreenRating,neighborhood,latitude,longitude
1008610049,"38 E 32nd St, New York, NY 10016",Williams Equities,Colliers,1990,12.0,1,85845,80000.0,100.0,B,81,,90.0,C,Mac Roos (212) 716-3827 (p),(212) 716-3500 (p),$8.45 ,6912.0,1.0,,Midtown South-Flatiron-Union Square,40.7460583,-73.9831244
1008610064,"148 Madison Ave, New York, NY 10016",Winoker Realty,Adams & Company,2013,16.0,19,71871,71871.0,88.5,D,71,,85.0,B,Jeff Buslik (917) 326-5532 (p),Scott Shi (212) 609-8000 (p),$9.10 ,5000.0,6.0,,Midtown South-Flatiron-Union Square,40.74646,-73.984274
1008610072,"6 E 32nd St, New York, NY 10016",Himmel + Meringoff,Himmel + Meringoff,2015,11.0,13,145500,140750.0,63.1,A,89,,88.0,B,Adam Weissleder (212) 337-7763 (p),Willie Choi (212) 645-7575 (p),$9.36 ,15360.0,11.0,,Midtown East,40.746545,-73.9849822
1008610075,"315 5 Ave, New York, NY 10016",Gilar Realty,Okada & Company,1995,11.0,44,56000,56000.0,96.0,D,15,,50.0,B,Hiro Iwata (212) 244-4240 (p),,$19.24 ,4792.0,4.0,,Midtown South-Flatiron-Union Square,40.746987,-73.985404
1008620013,"15 E 32nd St, New York, NY 10016",Rian Holding,Resolution Real Estate,2019,12.0,13,57156,45000.0,100.0,C,64,90.0,,B,Barry Bernstein (212) 519-2014 (p),Barry Bernstein (212) 519-2000 (p),$7.49 ,4763.0,4.0,,Midtown East,40.7469162,-73.9843394
1008620026,"31 E 32nd St, New York, NY 10016",Kiamie Industries,Savitt Partners,1986,12.0,16,53934,48934.0,92.3,B,84,85.0,,C,Elliot Zelinger (212) 452-6078 (p),Phillip Kiamie (212) 213-2112 (p),$5.31 ,5532.0,4.0,,Midtown South-Flatiron-Union Square,40.7464281,-73.9832154
1008620045,"30 E 33rd St, New York, NY 10016",Samco Properties,Newmark,2008,12.0,10,91554,85054.0,90.7,B,74,,88.0,B,Brett Harvey (212) 372-2099 (p),,$8.96 ,8500.0,6.0,,Midtown East,40.7467682,-73.9829632
1008630027,"169 Madison Ave, New York, NY 10016",GFP Real Estate,GFP Real Estate,2017,16.0,60,113182,106182.0,80.7,B,81,,81.0,B,Allen Gurevich (212) 609-7141 (p),Art D'Estrada (212) 609-8000 (p),$10.74 ,6658.0,4.0,,Flatiron,40.747151,-73.983044
1008630060,"183 Madison Ave, New York, NY 10016",APF Properties,Avison Young,2004,17.0,94,233484,202484.0,68.5,A,88,,82.0,B,John Ryan (212) 729-4971 (p),Kenneth Aschendorf (212) 586-3900 (p),$12.42 ,13856.0,6.0,,Flatiron,40.7473712,-73.9825532
1008630067,"178 Madison Ave, New York, NY 10016",Prudential,Newmark,2017,24.0,1,280956,217564.0,100.0,B,82,80.0,,B,Eric Cagner (212) 372-2279 (p),(212) 372-2000 (p),$19.18 ,11695.0,10.0,,Flatiron,40.7474845,-73.983588
1008650014,"200 Madison Ave, New York, NY 10016",George Comfort & Sons,George Comfort & Sons,2012,26.0,35,659245,563517.0,71.2,B,73,75.0,,A,Andrew Conrad (212) 542-2101 (p),,,,,,Flatiron,40.7488313,-73.9829823
1008660001,"389 5 Ave, New York, NY 10016",Rosen Equities,Koeppel Rosen,2018,12.0,61,122686,109824.0,95.0,C,69,,81.0,B,,,$9.72 ,9000.0,7.0,,Bryant Park,40.7468189,-73.9862328
1008660076,"397 5 Ave, New York, NY 10016",Hilson Management,Adams & Company,2004,8.5,17,156760,138461.0,80.0,C,58,52.0,,B,Jeff Buslik (917) 326-5532 (p),Jason Schwalbe (212) 751-5884 (p),$12.73 ,15000.0,5.0,,Midtown-Times Square,40.7499589,-73.982932
1008680008,"5 E 38th St, New York, NY 10016",Winter Organization,Newmark,1991,12.0,28,82878,72492.0,78.2,C,59,,78.0,C,William Cohen (212) 372-2233 (p),(718) 733-6300 (p),$11.08 ,4872.0,4.0,,Midtown-Times Square,40.7508863,-73.9818845
1008680016,"260 Madison Ave, New York, NY 10016",Sapir Organization,CBRE,2015,22.0,26,568459,481414.0,97.9,A,87,,78.0,B,,,,,,LEED Platinum,Midtown-Times Square,40.7507086,-73.9811666
1008680025,"261 Madison Ave, New York, NY 10016",Sapir Organization,CBRE,2013,27.0,38,396239,325956.0,100.0,A,86,,82.0,A,Jared London (212) 984-6608 (p),Eli Joseb (212) 971-0111 (p),$12.92 ,13712.0,9.0,,Midtown-Times Square,40.7507484,-73.9805088
1008680072,"437 5 Ave, New York, NY 10016",Joseph P. Day,Colliers,1986,11.0,17,67365,61240.0,81.9,C,65,,89.0,C,,,,,,,Midtown-Times Square,40.7513275,-73.9821524
1008690034,"90 Park Ave, New York, NY 10016",Vornado Realty Trust,Vornado Realty Trust,2014,41.0,65,868814,855860.0,97.2,C,67,83.0,,A,Jared Silverman (212) 894-7458 (p),,,,,,Midtown-Times Square,40.7507673,-73.9793811
1008690066,"10 E 40th St, New York, NY 10016",Joseph P. Day,Joseph P. Day,2008,48.0,86,430070,400080.0,68.2,C,62,,77.0,C,,,,,,,Midtown-Times Square,40.7517084,-73.981277
1008710003,"32 Union Square, New York, NY 10003",GFP Real Estate,GFP Real Estate,2004,12.0,151,145772,115552.0,85.5,B,75,,70.0,B,Barbara Yagoda (212) 372-2168 (p),Desmond Poole (212) 372-2000 (p),$15.67 ,9219.0,2.0,,Midtown,40.7354868,-73.9892065
1008710060,"30 Irving Pl, New York, NY 10003",Samco Properties,Newmark,1989,12.0,13,102805,96805.0,90.9,A,92,,87.0,B,Brett Harvey (212) 372-2099 (p),,$8.24 ,8567.0,6.0,,Midtown,40.7349631,-73.9877319
1008710070,"116 E 16th St, New York, NY 10003",Samco Properties,Newmark,1988,12.0,12,67625,52405.0,78.2,C,65,,81.0,B,Natalie Serio (212) 331-0123 (p),,$11.34 ,5367.0,1.0,,Gramercy,40.73534,-73.9884797
1008720013,"35 Irving Pl, New York, NY 10003",GFP Real Estate,GFP Real Estate,1967,12.0,1,349777,288402.0,100.0,A,95,90.0,,B,Alphie Toro (212) 372-2183 (p),(212) 609-8000 (p),$14.14 ,13585.0,7.0,,Gramercy,40.7356038,-73.9877705
1008730067,"215 Park Ave South, New York, NY 10003",SL Green Realty,SL Green Realty,1982,20.0,52,333340,275213.0,89.0,B,81,75.0,,B,Gary Rosen (212) 216-1687 (p),Susana Kalaj (212) 594-2700 (p),$14.71 ,14261.0,10.0,,Gramercy,40.7368942,-73.9884571
1008760001,"251 Park Ave South, New York, NY 10010",Feil Organization,Feil Organization,2015,16.0,17,104048,77011.0,100.0,A,98,,92.0,A,,,,,,,Gramercy,40.7383725,-73.9872728
1008760006,257 PARK AVENUE SOUTH,Feil Organization,Feil Organization,1988,20.0,1,220736,176148.05,100.0,N (exempt),55,,65.0,A,,,,,,,Gramercy,40.7386232,-73.9871351
1008780065,"120 E 23rd St, New York, NY 10010",Williams Equities,Colliers,2011,12.0,15,220511,200757.0,84.7,B,80,,79.0,B,Michael Berger (212) 716-3643 (p),(212) 716-3500 (p),$9.23 ,22386.0,9.0,,Gramercy,40.7396806,-73.9857026
1008790081,"315 Park Ave South, New York, NY 10010",Columbia University,Newmark,1986,20.0,25,356330,298082.0,79.5,B,72,86.0,,B,,,,,,,Flatiron,40.7406131,-73.985861
1008800014,"121 E 24th St, New York, NY 10010",Adams & Company,Adams & Company,1987,12.0,18,65000,54694.0,100.0,A,95,,94.0,B,Brad Cohn (917) 326-5537 (p),Kenneth Walsh (917) 326-5500 (p),$10.18 ,3937.0,4.0,,Gramercy,40.7406009,-73.984805
1008800084,"104 E 25th St, New York, NY 10010",Williams Equities,Colliers,2005,12.0,16,130000,97146.0,100.0,B,83,,82.0,B,Michael Berger (212) 716-3643 (p),(212) 716-3500 (p),$12.47 ,10000.0,6.0,,Gramercy,40.7410752,-73.9850571
1008810001,"351 Park Ave South, New York, NY 10010",M.D. Carlisle Construction,Lee & Associates,1988,12.0,23,269231,217377.0,69.0,B,76,,62.0,B,Richard Plehn (212) 776-1212 (p),(212) 683-3603 (p),$11.94 ,12000.0,9.0,,Gramercy,40.741703,-73.984853
1008820076,"116 E 27th St, New York, NY 10016",Samco Properties,Newmark,2017,12.0,1,70217,70217.0,100.0,B,81,,80.0,B,Brett Harvey (212) 372-2099 (p),,$9.10 ,5851.0,1.0,,Gramercy,40.7421997,-73.9837809
1008830088,"401 Park Ave South, New York, NY 10016",Himmel + Meringoff,Himmel + Meringoff,2010,12.0,19,248566,232000.0,83.0,C,53,,62.0,B,Adam Weissleder (212) 337-7763 (p),Maxwell Lemos (212) 645-7575 (p),$12.77 ,18295.0,6.0,,Flatiron,40.742869,-73.9838685
1008860001,"443 Park Ave South, New York, NY 10016",443 Park Avenue South,Koeppel Rosen,2016,11.0,28,75588,65703.0,83.6,B,82,,77.0,B,,,$8.70 ,7405.0,4.0,,Murray Hill-Kips Bay,40.7452255,-73.9824206
1008870095,"471 Park Ave South, New York, NY 10016",Williams Equities,Colliers,2022,34.0,78,449437,433877.0,60.6,A,94,,87.0,A,Mac Roos (212) 716-3827 (p),(212) 716-3500 (p),$13.82 ,15541.0,5.0,,Murray Hill-Kips Bay,40.7454407,-73.981796
1009030047,"220 E 23rd St, New York, NY 10010",A. Shalom Realty,JLL,1985,12.0,77,150355,115291.0,76.0,A,91,,86.0,B,Henry Warner (212) 812-6453 (p),Abner Ohebshalom (212) 371-5050 (p),$14.74 ,11604.0,6.0,,Gramercy,40.7382995,-73.9824061
1009400012,"321 E 34th St, New York, NY 10016",Adams & Company,Adams & Company,2001,12.0,26,105572,105572.0,89.5,A,75,,70.0,B,David Levy (917) 326-5500 (p),Kenneth Walsh (917) 326-5500 (p),$14.45 ,6591.0,2.0,,Midtown East,40.7445443,-73.9749077
1009930001,"561 7 Ave, New York, NY 10018",Handler Real Estate Services,Handler Real Estate Services,1991,21.0,26,71741,60050.0,95.7,C,55,,65.0,B,Darell Handler (646) 597-6171 (p),Scott Galin (212) 398-1888 (p),$11.21 ,3944.0,4.0,LEED Platinum,Garment District,40.7548048,-73.9875057
1009930022,"115 W 40th St, New York, NY 10018",Adams & Company,Adams & Company,2016,22.0,1,304345,304345.0,100.0,B,83,75.0,,B,David Levy (917) 326-5500 (p),David Levy (917) 326-5500 (p),$8.30 ,5414.0,5.0,,Garment District,40.754204,-73.985741
1009930029,"5 Bryant Park, New York, NY 10018",Savanna Real Estate Fund,CBRE,2021,35.0,95,682914,614006.0,80.4,B,72,85.0,,A,Neil King (212) 984-8352 (p),,,,,,Midtown-Times Square,40.7539883,-73.9854888
1009930055,"1441 Broadway, New York, NY 10018",L.H. Charney Associates,Colliers,2019,33.0,1,494868,450730.0,100.0,N (exempt),76,,71.0,A,Richard Doolittle (212) 716-3520 (p),,,,,LEED Platinum,Financial District,40.7542516,-73.9873791
1009940001,"1459 Broadway, New York, NY 10019",Boston Properties,Himmel + Meringoff,2017,48.0,70,1079378,1059378.0,100.0,B,79,63.0,,B,Adam Weissleder (212) 337-7763 (p),Maxwell Lemos (212) 645-7575 (p),$7.32 ,12033.0,5.0,,Financial District,40.7556676,-73.9870445
1009950033,"1111 Ave Of The Americas, New York, NY 10036",Brookfield,CBRE,2001,55.0,48,2212675,568383.0,98.8,C,59,,57.0,A,Peter Turchin (212) 984-8364 (p),,,,,,Midtown-Times Square,40.7553749,-73.9840917
1009960001,"1500 Broadway, New York, NY 10036",Tamares Group,CBRE,1989,33.0,69,508344,401298.0,60.3,D,27,,49.0,A,Paul Amrich (212) 984-8122 (p),,,,,,Midtown-Times Square,40.7567742,-73.985776
1009960029,"1133 Ave Of The Americas, New York, NY 10036",Durst Organization,Durst Organization,2015,44.0,44,977035,838075.0,88.3,B,77,,69.0,A,Rocco Romeo (212) 257-6630 (p),,,,,,Midtown-Times Square,40.756079,-73.983671
1009970029,"1155 Ave Of The Americas, New York, NY 10036",Durst Organization,Durst Organization,2016,40.0,43,686838,681611.0,92.3,B,75,75.0,,A,Rocco Romeo (212) 257-6630 (p),,,,,,Midtown-Times Square,40.7565607,-73.9833702
1009970041,"120 W 45th St, New York, NY 10036",Kamber Management,JLL,2011,40.0,66,426056,414076.0,85.4,C,60,59.0,,A,Paul Glickman (212) 418-2646 (p),Boris Mikhels (212) 672-1500 (p),$13.91 ,11098.0,10.0,,Midtown-Times Square,40.75704,-73.9838798
1009980012,"145 W 45th St, New York, NY 10036",Fatollah Hematian,LSL Advisors,1989,12.0,85,81698,65372.0,100.0,B,88,,87.0,B,Daniel Lolai (212) 278-8071 (p),(646) 230-9360 (p),$12.72 ,7304.0,4.0,,Times Square,40.757637,-73.9843975
1009980024,"115 W 45th St, New York, NY 10036",Kiamie Industries,Windsor Management,1987,12.0,29,53281,43281.0,82.8,D,45,,73.0,B,Phillip Kiamie (212) 213-2112 (p),Matthew Kiamie (212) 213-2112 (p),$10.73 ,4356.0,4.0,,Midtown-Times Square,40.7572464,-73.9832393
1009990003,"1560 Broadway, New York, NY 10036",Paramount Group,CBRE,1999,17.0,84,236119,191882.0,99.8,A,92,,88.0,A,,,,,,,Times Square,40.7589202,-73.9846853
1009990009,"151 W 46th St, New York, NY 10036",Elo Realty,Elo Realty,1998,14.0,2,61160,56160.0,100.0,D,26,,51.0,C,Jack Elo (212) 997-5540 (p),Jack Elo (212) 997-5540 (p),$9.53 ,4792.0,4.0,,Times Square,40.7583973,-73.984109
1009990019,"114 W 47th St, New York, NY 10036",Durst Organization,Durst Organization,2019,25.0,1,577534,549945.75,100.0,B,76,75.0,,A,Eric Engelhardt (212) 667-8704 (p),,,,,,Midtown-Times Square,40.7582963,-73.9828891
1009990029,"1185 Ave Of The Americas, New York, NY 10036",SL Green Realty,SL Green Realty,2013,42.0,50,1041308,672763.0,91.4,C,67,55.0,,A,Gary Rosen (212) 216-1687 (p),,,,,,Midtown-Times Square,40.7579714,-73.9823085
1010030005,"135 W 50th St, New York, NY 10020",DMLG Builders,George Comfort & Sons,2022,23.0,52,751395,715990.5842,100.0,A,95,72.0,,A,Matt Coudert (212) 542-2121 (p),,,,,,Midtown-Times Square,40.7609198,-73.9822843
1010040020,"787 7 Ave, New York, NY 10019",CommonWealth Partners,CBRE,2020,51.0,48,1811610,1553937.0,97.9,C,63,52.0,,A,Howard Fiddle (212) 984-6525 (p),,,,,,Midtown-Times Square,40.7618399,-73.9821877
1010040029,"1285 Ave Of The Americas, New York, NY 10019",RXR Realty,CBRE,2017,39.0,77,1708404,971197.0,95.4,B,75,80.0,,A,Ryan Alexander (212) 984-7148 (p),,,,,,Midtown-Times Square,40.7611039,-73.9801635
1010070029,"1345 Ave Of The Americas, New York, NY 10019",Blackstone,CBRE,2020,49.0,50,1900241,1832312.0,92.4,D,40,15.0,,A,Peter Turchin (212) 984-8364 (p),,,,,,Midtown-Times Square,40.7628856,-73.9787198
1010080037,"106 W 56th St, New York, NY 10019",Savanna Real Estate Fund,CBRE,2018,27.0,20,87573,87573.0,68.0,N (exempt),81,,77.0,A,Peter Turchin (212) 984-8364 (p),,$19.60 ,3368.0,1.0,,Midtown-Times Square,40.7637989,-73.9783495
1010090005,"152 W 57th St, New York, NY 10019",TF Cornerstone,Newmark,1988,61.0,103,599778,527326.1744,97.5,B,78,99.0,,A,Matthew Leon (212) 372-2041 (p),,,,,,Midtown-Times Square,40.7649798,-73.979515
1010140033,"3 Times Square, New York, NY 10036",Rudin,Cushman & Wakefield,1999,32.0,2,855000,813070.0,67.4,N (exempt),64,,63.0,A,John Cefaly (212) 841-5977 (p),,,,,LEED Platinum,Times Square,40.756572,-73.9870076
1010150029,"1493 Broadway, New York, NY 10036",Paramount Group,CBRE,2018,32.0,201,762028,614707.0,85.3,D,46,75.0,,A,Ryan Alexander (212) 984-7148 (p),,,,,LEED Platinum,Midtown-Times Square,40.757227,-73.9867189
1010160036,"1515 Broadway, New York, NY 10036",SL Green Realty,SL Green Realty,2013,54.0,1,2052075,1440374.0,100.0,N (exempt),58,69.0,,A,Larry Swiger (212) 216-1628 (p),,,,,,Midtown-Times Square,40.7578272,-73.9861366
1010210019,"1613 Broadway, New York, NY 10019",Vornado Realty Trust,CBRE,2020,11.0,24,158150,158150.0,100.0,B,65,,77.0,B,Stephen Siegel (212) 984-8100 (p),,$14.40 ,11401.0,5.0,,Financial District,40.761138,-73.984653
1010240015,"1675 Broadway, New York, NY 10019",Rudin,Rudin,2018,35.0,1,736407,752000.0,100.0,N (exempt),79,,68.0,A,Robert Steinman (212) 407-2490 (p),,,,,,Midtown-Times Square,40.7630929,-73.9834736
1010250025,"1690 Broadway, New York, NY 10019",Vornado Realty Trust,Newmark,2021,41.0,36,594030,553559.0,85.6,B,72,80.0,,A,Daniel Levine (212) 372-2319 (p),,,,,,Midtown-Times Square,40.763379,-73.9824594
1010250043,"1697 Broadway, New York, NY 10019",CBS,Cushman & Wakefield,2015,13.0,2,105950,53906.0,97.3,N (exempt),2,,45.0,B,Heather Thomas (212) 841-7520 (p),(212) 841-7500 (p),$9.01 ,7367.0,3.0,,Financial District,40.7637921,-73.9832788
1010260032,"848 7 Ave, New York, NY 10019",Vornado Realty Trust,Avison Young,2020,12.5,50,78750,74550.0,55.5,A,94,,89.0,B,John Ryan (212) 729-4971 (p),(212) 554-0500 (p),$2.05 ,4676.0,1.0,LEED Gold,Garment District,40.7639868,-73.9815098
1010270020,"1740 Broadway, New York, NY 10019",EQ Office,EQ Office,2020,26.0,53,519600,511700.0,100.0,A,90,60.0,,A,,,,,,,Financial District,40.7651145,-73.9814962
1010280029,"888 7 Ave, New York, NY 10106",Vornado Realty Trust,Vornado Realty Trust,2017,45.0,103,816596,437052.0,92.9,C,59,,73.0,A,Ryan Levy (212) 894-7472 (p),,,,,,Midtown-Times Square,40.7652901,-73.980757
1010290053,"1784 Broadway, New York, NY 10019",Vornado Realty Trust,Vornado Realty Trust,2018,20.0,26,206334,189334.0,100.0,D,35,,55.0,B,(212) 712-6000 (p),,,5000.0,2.0,,Financial District,40.7665239,-73.9811926
1010320048,"330 W 42nd St, New York, NY 10036",Deco Towers Associates,Newmark,2021,33.0,60,552775,469858.75,11.2,A,100,,86.0,A,,,,,,,Hell's Kitchen,40.7576238,-73.9914753
1010400029,"825 8 Ave, New York, NY 10019",SL Green Realty,SL Green Realty,2013,49.0,23,1561011,1489606.0,65.0,B,75,,71.0,A,Jeremy Bier (212) 216-1722 (p),,,,,,Hell's Kitchen,40.7614347,-73.9865081
1010540041,"420 W 45th St, New York, NY 10036",GFP Real Estate,Newmark,2011,7.0,2,59152,49734.0,100.0,N (exempt),60,,70.0,B,Bernard Weitzman (212) 372-2348 (p),Desmond Poole (212) 372-2000 (p),$6.16 ,11000.0,2.0,,Times Square,40.7606497,-73.9924617
1011020018,"619 W 54th St, New York, NY 10019",Silverstein Properties,Silverstein Properties,2015,10.0,12,275000,206250.0,74.4,D,30,,52.0,B,(212) 490-0666 (p),Matthew Weir (212) 220-9945 (p),$9.06 ,32012.0,5.0,,Hell's Kitchen,40.7689192,-73.9936647
1011050036,"600 W 58th St, New York, NY 10019",Durst Organization,Durst Organization,2015,10.0,1,143128,121658.8,100.0,N (exempt),4,,39.0,A,,(212) 257-6600 (p),$11.14 ,21929.0,2.0,,Midtown West,40.7710504,-73.9915426
1011130051,"16 W 61st St, New York, NY 10023",Williams Equities,Colliers,2018,11.0,7,113100,96236.0,100.0,N (exempt),45,,67.0,B,Michael Berger (212) 716-3643 (p),(212) 716-3500 (p),,9167.0,2.0,,Upper West Side-Lincoln Square,40.7698851,-73.9826845
1012590019,"23 W 43rd St, New York, NY 10036",APF Properties,Avison Young,2006,20.0,1,287894,244709.9,100.0,A,73,90.0,,B,,,,,,,Times Square,40.7548137,-73.9815742
1012600024,"19 W 44th St, New York, NY 10036",SL Green Realty,JLL,2018,16.0,150,253442,222211.0,95.7,C,67,85.0,,A,,,,,,,Midtown-Times Square,40.7553215,-73.9814794
1012600042,"2 W 45th St, New York, NY 10036",Joseph P. Day,Joseph P. Day,2014,16.0,58,119990,98336.0,85.9,C,65,,75.0,B,Craig Berman (212) 889-7460 (p),,$14.49 ,5775.0,4.0,,Midtown-Times Square,40.7555104,-73.9802022
1012600064,"56 W 45th St, New York, NY 10036",Gatsby,LSL Advisors,1988,17.0,1,58538,50098.47266,100.0,B,75,,77.0,B,Michael Hymowitz (212) 243-8349 (p),(212) 841-7500 (p),$8.99 ,3777.0,4.0,,Midtown-Times Square,40.7561859,-73.9818267
1012600071,"1156 Ave Of The Americas, New York, NY 10036",APF Properties,Avison Young,2015,9.0,17,69481,59058.85,72.6,A,95,79.0,,B,John Ryan (212) 729-4971 (p),(212) 586-3900 (p),,7720.0,2.0,,Bryant Park,40.7565377,-73.982545
1012610016,"45 W 45th St, New York, NY 10036",AFIAA,Cushman & Wakefield,2018,16.0,13,108929,101929.0,85.7,C,59,,74.0,B,Harley Dalton (212) 589-5106 (p),,$12.24 ,6808.0,5.0,,Midtown-Times Square,40.756359,-73.9811027
1012610019,"35 W 45th St, New York, NY 10036",Stahl Organization,Stahl Organization,2007,12.0,12,55623,48222.0,79.9,C,63,75.0,,B,Peter Occhi (212) 826-5503 (p),(212) 826-7060 (p),$5.83 ,5631.0,4.0,,Times Square,40.7562514,-73.9809371
1012610021,"25 W 45th St, New York, NY 10036",APF Properties,Colliers,2018,16.0,1,187567,159431.95,100.0,B,70,83.0,,B,Joseph Mangiacotti (212) 716-3516 (p),(212) 716-3500 (p),$13.96 ,11875.0,9.0,,Times Square,40.7561364,-73.9806852
1012610030,"7 W 45th St, New York, NY 10036",Durst Organization,LSL Advisors,1986,16.0,22,64206,58864.0,92.2,D,36,,62.0,B,Daniel Lolai (212) 278-8071 (p),,$8.31 ,5150.0,4.0,,Midtown-Times Square,40.7559062,-73.9800684
1012610034,"546 5 Ave, New York, NY 10036",Safra National Bank,CBRE,1989,12.0,1,183524,171497.7939,100.0,C,69,85.0,,B,,,,,,,Midtown-Times Square,40.7557714,-73.9799622
1012610036,"550 5 Ave, New York, NY 10036",Safra National Bank,CBRE,2016,12.0,2,55779,50779.0,83.0,D,31,85.0,,C,,,,,,,Bryant Park,40.7558253,-73.9796581
1012610042,"2 W 46th St, New York, NY 10036",Triangle Assets,Triangle Assets,2011,16.0,1,126754,112538.897,100.0,N (exempt),60,90.0,,B,Benjamin Stavrach (212) 398-1214 (p),Benjamin Stavrach (212) 687-2324 (p),$12.88 ,8054.0,5.0,,Midtown-Times Square,40.756119,-73.9797555
1012620024,"21 W 46th St, New York, NY 10036",Elo Realty,Elo Realty,2012,15.0,31,75008,69313.0,100.0,A,88,,90.0,B,Jack Elo (212) 997-5540 (p),(212) 986-0001 (p),$7.18 ,6316.0,4.0,,Midtown-Times Square,40.7566128,-73.9800612
1012620048,"16 W 47th St, New York, NY 10036",Elo Realty,Elo Realty,2018,14.0,123,118292,102553.0,100.0,B,72,85.0,,B,Jack Elo (212) 997-5540 (p),(212) 997-5540 (p),$17.60 ,6653.0,6.0,,Midtown-Times Square,40.7567161,-73.9792145
1012620054,"30 W 47th St, New York, NY 10036",Elo Realty,Elo Realty,1984,10.0,72,55613,47945.0,100.0,B,63,,74.0,B,Jack Elo (212) 997-5540 (p),Jack Elo (212) 997-5540 (p),$13.09 ,3687.0,1.0,,Times Square,40.7571595,-73.9802025
1012630007,"55 W 47th St, New York, NY 10036",Kaufman Organization,Central Management,2003,13.0,210,81726,49462.0,100.0,C,60,85.0,,B,Will Lee (347) 857-9844 (p),Maria Beharrie (212) 832-7330 (p),$12.56 ,5875.0,2.0,,Midtown-Times Square,40.7578742,-73.9809197
1012630038,"590 5 Ave, New York, NY 10036",Fatollah Hematian,Eastwood Capital Properties,2006,18.0,14,101459,87484.0,100.0,D,50,75.0,,B,,,,,,,Midtown-Times Square,40.7571655,-73.9785565
1012630051,"22 W 48th St, New York, NY 10036",Sioni Group,LSL Advisors,2013,15.0,60,88250,68618.0,100.0,A,99,,100.0,B,Ray Yadidi (212) 398-4444 (p),Steven Noghrey (212) 398-4444 (p),$23.50 ,5000.0,4.0,,Midtown-Times Square,40.7577259,-73.9793689
1012630059,"42 W 48th St, New York, NY 10036",Elo Realty,Elo Realty,2019,16.0,42,58201,54563.0,100.0,B,65,,76.0,B,Jason Elo (212) 997-5540 (p),Jack Elo (212) 997-5540 (p),$6.79 ,4200.0,1.0,,Times Square,40.7579177,-73.9801391
1012630071,"1212 Ave Of The Americas, New York, NY 10036",Stawski Partners,JLL,2017,23.0,39,248896,181117.377,96.2,A,86,,76.0,A,Greg Wang (212) 632-1810 (p),Anthony Sela (212) 697-8601 (p),$11.91 ,11840.0,8.0,,Midtown East,40.7582577,-73.9812421
1012640040,"608 5 Ave, New York, NY 10020",Omnispective Management,CBRE,2011,11.0,1,136647,83548.0,100.0,C,78,,80.0,B,Michael Kazmierski (212) 471-4300 mkazmierski@kaufmanorganization.com,,,,,,Midtown-Times Square,40.7577687,-73.9780239
1012670001,"1290 Ave Of The Americas, New York, NY 10104",Vornado Realty Trust,Cushman & Wakefield,2014,43.0,1,1920459,1614329.35,100.0,C,60,52.0,,A,Josh Kuriloff (212) 841-7894 (p),,,,,,Midtown-Times Square,40.7607255,-73.9795213
1012670022,"15 W 51st St, New York, NY 10104",RXR Realty,Cushman & Wakefield,2014,33.0,8,616778,392144.0,92.0,B,83,,80.0,B,Whitnee Williams (212) 954-0920 (p),(213) 626-1160 (p),$7.74 ,3200.0,2.0,,Midtown West,40.76005,-73.977715
1012670034,"640 5 Ave, New York, NY 10019",Vornado Realty Trust,Vornado Realty Trust,2014,21.0,27,297437,210001.0,92.6,D,48,,70.0,B,,,,,,,Midtown-Times Square,40.7595199,-73.9772407
1012670041,"650 5 Ave, New York, NY 10019",Wharton Properties,Cushman & Wakefield,2016,36.0,67,345909,276476.0,82.4,C,67,70.0,,A,Jon Fales (212) 841-5989 (p),(212) 841-7500 (p),$27.19 ,11289.0,12.0,,Midtown-Times Square,40.7597701,-73.9768206
1012680001,"51 W 52nd St, New York, NY 10019",Harbor Group International,CBRE,2024,38.0,1,892704,786731.0,100.0,B,73,50.0,,A,Howard Fiddle (212) 984-6525 (p),,,,,,Midtown-Times Square,40.7602386,-73.9806998
1012690001,"1330 Ave Of The Americas, New York, NY 10019",1330 CE26,JLL,2010,39.0,1,474244,276951.0,100.0,B,71,85.0,,A,Lance Yasinsky (212) 292-7592 (p),Michael Aisner (212) 797-1330 (p),$18.52 ,7347.0,12.0,,Midtown-Times Square,40.7544931,-73.9760333
1012700049,"20 W 55th St, New York, NY 10019",Passaic Investors,Newmark,1987,13.0,19,75000,70000.0,75.4,D,28,,56.0,B,William Cohen (212) 372-2233 (p),(212) 586-7522 (p),$13.67 ,5131.0,2.0,,Midtown-Times Square,40.7619634,-73.9761684
1012700071,"1350 Ave Of The Americas, New York, NY 10019",SL Green Realty,SL Green Realty,2017,34.0,32,568710,479816.0,76.1,B,72,85.0,,A,Gary Rosen (212) 216-1687 (p),,,,,,Midtown-Times Square,40.7517613,-73.9871746
1012710038,"712 5 Ave, New York, NY 10019",Paramount Group,Newmark,1988,50.0,73,543411,462198.0,80.7,B,80,85.0,,A,David Falk (212) 372-2271 (p),,,,,LEED Platinum,Bryant Park,40.7622869,-73.9750432
1012710071,"1370 Ave Of The Americas, New York, NY 10019",Barings,CBRE,2002,32.0,87,311501,239756.8093,82.6,D,55,58.0,,A,Paul Amrich (212) 984-8122 (p),(212) 763-1440 (p),$17.44 ,9513.0,8.0,,Midtown,40.7632564,-73.9775451
